Name,Count,ProportionFemale
Kyla,40053,0.9992759593538562
Laural,602,1.0
Noelia,6277,1.0
Peter,299786,0.0036225841099984655
Racheal,9648,1.0
Rina,3573,1.0
Rogena,125,1.0
Romelia,729,1.0
Roy,96450,0.006065318818040436
Sheryle,379,1.0
Stephenie,5227,1.0
Sunny,11110,0.7216021602160216
Tangie,1093,1.0
Teddi,1210,1.0
Terra,14500,0.9996551724137931
Terrilyn,676,1.0
Tressie,1045,1.0
Walter,120645,0.005553483360271872
Wanita,684,1.0
Yulanda,981,1.0
Zona,458,1.0
Adelita,1199,1.0
Alejandra,50694,0.9896437448218725
Allie,32522,0.9871164135047045
Anitra,4084,1.0
Arlean,175,1.0
Arthur,111922,0.006182877361019281
Bella,61428,0.9992674350459074
Belynda,614,1.0
Cameron,307444,0.09119709605651762
Cami,5321,1.0
Charise,2010,1.0
Danell,1512,0.7268518518518519
Dea,1216,0.9958881578947368
Dione,2606,0.7847275518035303
Donnetta,1053,1.0
Evelina,3170,1.0
Floretta,253,1.0
Georganne,311,1.0
Georgiann,351,1.0
Ginnie,473,1.0
Jacinta,2820,1.0
Jacky,4268,0.1780693533270853
Jannice,291,1.0
Joelle,14122,0.9693386205919842
Juan,304401,0.00652428868499118
Kala,7482,0.987703822507351
Kandie,877,1.0
Laree,658,1.0
Laronda,2151,1.0
Lesly,14450,0.9706574394463667
Livia,7393,1.0
Lorenza,2541,0.491538764266037
Luvenia,394,1.0
Merlene,245,1.0
Nicola,6509,0.6779843293900752
Pamla,393,1.0
Peg,137,1.0
Penne,239,1.0
Reginia,732,1.0
Rhona,561,1.0
Romaine,867,0.45674740484429066
Sebrena,392,1.0
Shara,4455,0.9988776655443322
Sharlyn,946,1.0
Sheril,367,1.0
Stephani,5032,1.0
Suanne,535,1.0
Tani,820,0.9878048780487805
Terrell,31918,0.03490193621154208
Twilla,422,1.0
Valda,271,1.0
Willetta,354,1.0
Alba,4417,0.9988680099615124
Amparo,1431,0.9951083158630328
Annita,579,1.0
Ardith,331,1.0
Arletha,551,1.0
Beverlyn,172,1.0
Bridgitte,603,1.0
Carlos,256013,0.00619499791026237
Cristie,1829,1.0
Eleanore,1837,1.0
Ericka,22982,0.9979984335566966
Eulalia,1253,1.0
Genny,919,1.0
Gerilyn,438,1.0
Jamey,9120,0.3024122807017544
Janina,2103,1.0
Jolinda,648,1.0
Jona,1807,0.7863862755949087
Josefa,1065,1.0
Kristyn,8661,1.0
Lavina,1620,1.0
Leatrice,1014,1.0
Lyla,29851,1.0
Magdalene,3462,1.0
Melvin,63110,0.008588179369355095
Michaelene,584,1.0
Mignon,927,1.0
Mindi,4237,1.0
Mylene,716,1.0
Myrtis,281,1.0
Nidia,2488,1.0
Pamula,431,1.0
Phillip,185907,0.004889541544966031
Pier,320,0.659375
Revonda,409,1.0
Robynn,1086,1.0
Sharion,244,1.0
Shela,858,1.0
Shelle,462,1.0
Sherre,438,1.0
Spring,2985,1.0
Trinidad,3961,0.35041656147437517
Whitney,99698,0.9620052558727357
Adelle,2622,1.0
Adria,5406,0.9987051424343322
Alena,12893,1.0
Angelyn,1845,1.0
Bethanne,1123,1.0
Calvin,108116,0.005623589477968109
Chanda,5927,0.9973004892863169
Cyd,265,1.0
Danny,142111,0.007451921385395923
Delfina,1481,1.0
Donnalee,197,1.0
Doreatha,217,1.0
Doria,750,1.0
Dory,854,0.8735362997658079
Fanny,2307,1.0
Filomena,988,1.0
Garnet,977,0.5926305015353122
Georgianne,315,1.0
Gertie,179,1.0
Holley,3945,0.9954372623574145
Jacqualine,1248,1.0
Jaqueline,14677,0.9984329222593173
Jenell,2212,1.0
Jodean,211,1.0
Jodell,376,1.0
Jonell,1256,0.8296178343949044
Kami,8603,0.9965128443566198
Laurice,819,0.9010989010989011
Lennie,1745,0.28137535816618914
Madalyn,19189,1.0
Marcel,13833,0.04467577531988723
Mariellen,353,1.0
Maya,99417,0.9984207932244988
Melani,4306,1.0
Mellissa,5472,1.0
Nadene,497,1.0
Rosaura,1989,1.0
Rozanne,328,1.0
Sharol,258,1.0
Sharry,414,1.0
Sheba,990,1.0
Susy,951,1.0
Tabitha,57757,0.9974721678757553
Tawanda,3976,1.0
Teal,1656,0.8586956521739131
Teryl,502,0.6812749003984063
Tijuana,1205,1.0
Vernette,322,1.0
Vesta,598,1.0
Willene,212,1.0
Wynne,1008,0.9464285714285714
Alise,3079,1.0
Allyn,2480,0.4907258064516129
Annabell,3481,1.0
Annalisa,5445,1.0
Brandi,101931,0.9961836928902885
Cher,1591,0.9308610936517914
Crista,4073,1.0
Cynitha,313,1.0
Dalila,5084,1.0
Darice,910,0.9857142857142858
Devy,27,1.0
Donella,902,1.0
Elizbeth,595,1.0
Elois,146,1.0
Eugenie,716,1.0
Eydie,343,1.0
Gala,1337,1.0
Gerianne,190,1.0
Harold,75703,0.006023539357753326
Irasema,801,1.0
Jammie,5833,0.6351791530944625
Jeannene,239,1.0
Jerome,64032,0.007152673663168416
Jina,1842,1.0
Jonelle,2561,0.9918000780944943
Kira,36106,0.999252201850108
Kori,14053,0.9013022130505942
Lanora,988,1.0
Lawrence,125066,0.006044808341195849
Leota,348,1.0
Lilli,2802,1.0
Lorre,259,1.0
Lourie,483,1.0
Madaline,2013,1.0
Marquetta,1752,1.0
Maryhelen,533,1.0
Mirian,2661,1.0
Narda,401,1.0
Paulene,274,1.0
Petrina,1441,1.0
Randall,111845,0.007224283606777237
Rinda,298,1.0
Robyne,496,1.0
Rodney,150608,0.005769945819611176
Salina,6564,1.0
Samuel,539658,0.003442921257537181
Shandra,2912,1.0
Summer,79659,0.9970875858346201
Tamarah,1253,1.0
Tamora,588,1.0
Tawna,804,1.0
Tenna,360,1.0
Toi,1451,0.9634734665747761
Tonnie,672,0.6056547619047619
Towana,671,1.0
Twanda,1238,1.0
Velia,976,1.0
Verdell,712,0.28651685393258425
Verla,250,1.0
Victor,204866,0.005701287670965412
Vivienne,13561,1.0
Zulema,2900,1.0
Adell,785,0.7732484076433122
Alda,528,1.0
Alisia,3687,1.0
Allene,759,1.0
Alycia,9727,1.0
Anabel,8520,0.9958920187793427
Ardis,580,0.5982758620689655
Barry,82179,0.004903929227661568
Bess,998,1.0
Candance,1946,1.0
Candida,2594,1.0
Char,356,1.0
Coletta,438,1.0
Criselda,1332,1.0
Daniela,61521,0.9973504982038653
Deeanna,1721,1.0
Denisa,856,1.0
Devona,1929,1.0
Donnell,11731,0.058051317023271674
Earlean,165,1.0
Eric,808349,0.005099282611842162
Erna,413,1.0
Iola,380,1.0
Ione,667,1.0
Janyce,344,1.0
Jon,112172,0.0063295653104161465
Jule,706,0.6558073654390935
Karel,765,0.4875816993464052
Karlyn,1811,0.996134732192159
Karma,5836,0.9712131596984236
Kasandra,9168,1.0
Kassandra,32184,0.9995028585632613
Lane,38639,0.08628587696368954
Lauree,368,1.0
Lavera,485,1.0
Leandra,6372,0.9940364092906466
Lexie,13477,0.9950285671885435
Ltanya,298,1.0
Malka,5000,0.999
Marcell,4283,0.09526033154331076
Marcene,198,1.0
Mardi,532,0.9887218045112782
Martie,777,0.8326898326898327
Meloney,786,1.0
Merilee,524,1.0
Michaele,1051,0.9800190294957184
Minda,865,1.0
Morgan,250691,0.8606571436549377
Nathalie,16469,0.9996356791547757
Nella,1086,1.0
Rachell,3454,1.0
Ranee,1109,1.0
Serita,945,1.0
Tasha,35417,0.9970070869921225
Tawni,1825,1.0
Teddie,831,0.4608904933814681
Torrie,3369,0.8260611457405759
Vinnie,881,0.28376844494892167
Zita,727,1.0
Adelaida,1825,1.0
Ailene,796,1.0
Albert,107499,0.00561865691773877
Arden,7549,0.6686978407736124
Betina,902,1.0
Bettyann,252,1.0
Birgit,241,1.0
Candyce,1941,1.0
Celinda,721,1.0
Ceola,128,1.0
Charissa,4872,1.0
Cherly,770,1.0
Daphine,650,1.0
Deatrice,526,1.0
Deborrah,186,1.0
Deby,125,1.0
Delta,1554,0.9781209781209781
Deneen,3477,0.997986770204199
Diania,227,1.0
Eden,42951,0.8382109846103699
Elicia,3982,1.0
Ena,1562,1.0
Ermelinda,723,1.0
Evamarie,857,1.0
Felica,2029,1.0
Flor,7002,0.9868608968866038
Gayleen,221,1.0
Genene,316,1.0
Giovanna,11462,1.0
Jaci,4579,1.0
Jannet,1928,1.0
Jerrilyn,489,1.0
Joellyn,426,1.0
Katherin,2733,1.0
Koreen,506,1.0
Layne,14426,0.2635519201441841
Leeanna,3393,1.0
Lei,456,0.9320175438596491
Lenda,157,1.0
Leslye,1823,1.0
Loralee,963,1.0
Louis,108032,0.005933427132701422
Lyda,573,1.0
Melaine,2158,1.0
Norah,23329,0.9997428093788846
Oma,351,0.9715099715099715
Palma,288,1.0
Paulina,16370,0.9996945632254124
Pia,2762,1.0
Piper,48526,0.9959403206528459
Randie,1320,0.7954545454545454
Renna,761,1.0
Rosalba,2548,1.0
Sharrie,472,1.0
Shena,2292,1.0
Sherl,194,1.0
Shira,5225,1.0
Syble,182,1.0
Teresea,296,1.0
Terressa,292,1.0
Tillie,1327,1.0
Twanna,1231,1.0
Vena,520,1.0
Wayne,108918,0.004856864797370499
Alaine,1001,1.0
Andrew,1099508,0.003613434372464775
Andy,71777,0.012385583125513744
Angella,3171,1.0
Apryl,2873,1.0
Audry,1760,0.990909090909091
Augustine,8373,0.08587125283649827
Balinda,482,1.0
Brendalee,389,1.0
Caprice,3248,0.9461206896551724
Carmelia,378,1.0
Colene,571,1.0
Coralee,1198,1.0
Corlis,100,1.0
Corrina,5512,1.0
Danetta,730,1.0
Danise,562,1.0
Dava,1078,1.0
Debborah,213,1.0
Debie,226,1.0
Delynn,524,0.9351145038167938
Denyse,836,1.0
Dody,238,1.0
Dominga,869,1.0
Doni,644,0.7841614906832298
Donnita,568,1.0
Eilene,541,1.0
Ernest,66940,0.007066029279952196
Esta,352,1.0
Felipa,551,1.0
Genna,2936,1.0
Ginette,657,1.0
Glennis,540,0.7574074074074074
Inger,1025,1.0
Jackqueline,959,1.0
Janae,16895,0.9996448653447766
Jaymie,3839,0.8864287574889295
Jeanann,326,1.0
Jenene,388,1.0
Joeann,391,1.0
Joslyn,10091,0.9972252502229709
Julieanne,1506,1.0
Keitha,799,1.0
Kimerly,549,1.0
Kirstin,8700,1.0
Lark,1153,0.9184735472679966
Liesa,288,1.0
Luan,693,0.16594516594516595
Lugene,193,0.2849740932642487
Lysa,680,1.0
Mariane,355,1.0
Marvis,840,0.225
Marylyn,744,1.0
Maudie,416,1.0
Maurice,68070,0.010665491405905685
Michal,5870,0.5258943781942078
Mike,94123,0.0033254358658351304
Monna,151,1.0
Norman,45914,0.007470488304220935
Ouida,364,1.0
Pinkie,212,1.0
Renell,514,0.7373540856031129
Robbyn,801,1.0
Robinette,428,1.0
Rosaria,975,1.0
Rosiland,388,1.0
Rutha,143,1.0
Salena,4723,1.0
Sanjuana,1146,1.0
Sherrye,250,1.0
Shona,2286,1.0
Sigrid,971,1.0
Sundra,318,1.0
Tam,1615,0.43343653250773995
Taunya,1327,1.0
Terryl,655,0.3435114503816794
Tessa,49234,0.9997359548279644
Threasa,321,1.0
Tiffany,337956,0.9964758725987999
Venetta,355,1.0
Verlene,225,1.0
Yolande,556,1.0
Adrianna,45393,0.9996034630890225
Alita,1348,1.0
America,11374,1.0
Annice,364,1.0
Arlinda,876,1.0
Astrid,8147,1.0
Avery,185035,0.7169346339881644
Bethel,1589,0.948395217117684
Billye,288,0.9826388888888888
Camella,636,1.0
Carolin,639,1.0
Catrina,9961,1.0
Celesta,679,1.0
Cindra,238,1.0
Corene,589,1.0
Cynda,286,1.0
Danice,377,1.0
Darlyn,1260,0.9793650793650793
Deatra,443,1.0
Domenica,1693,1.0
Dovie,794,1.0
Evalyn,4062,1.0
Eyvonne,225,1.0
Florinda,634,1.0
Gini,324,1.0
Gwynn,537,1.0
Hortensia,350,1.0
Ivelisse,1551,1.0
Jeryl,704,0.39488636363636365
Jettie,303,0.9834983498349835
Joani,462,1.0
Joel,209610,0.008277276847478652
Joey,50250,0.12033830845771144
Julieta,6674,1.0
Kandice,6374,1.0
Karry,1518,0.7088274044795784
Kary,2632,0.6367781155015197
Lavette,1096,1.0
Le,1094,0.6307129798903108
Leana,3387,1.0
Lorina,1022,1.0
Lucila,1602,1.0
Lyndia,332,1.0
Maida,1028,1.0
Marcelina,1878,1.0
Marcey,928,1.0
Margarite,338,1.0
Mariam,13304,0.9996241731809982
Marysue,151,1.0
Mellisa,4512,1.0
Oleta,254,1.0
Rayna,10608,1.0
Raynette,436,1.0
Russell,152240,0.004775354703100368
Shawne,1134,0.6216931216931217
Signe,964,1.0
Soraya,5231,1.0
Starlet,766,1.0
Sulema,1356,1.0
Syliva,317,1.0
Taffy,589,1.0
Tess,13414,1.0
Veta,262,1.0
Zenaida,2164,1.0
Anamaria,2911,1.0
Antonina,1447,1.0
Arcelia,1266,1.0
Audra,21644,0.9975974866013676
Blenda,286,1.0
Blythe,4305,0.956794425087108
Bobbette,284,1.0
Bryn,7969,0.8514242690425399
Carline,694,1.0
Cassaundra,2287,1.0
Chantal,8171,0.9991433117121528
Chrissy,4265,1.0
Christin,11994,0.916208104052026
Darcee,458,1.0
Delena,1411,1.0
Deon,15021,0.06790493309366886
Dortha,206,1.0
Drenda,230,1.0
Florene,160,1.0
Floria,184,1.0
France,405,0.9037037037037037
Frederick,85057,0.0059959791669116
Gaylynn,285,1.0
Glena,178,1.0
Glenn,86009,0.00676673371391366
Hettie,286,1.0
Iliana,11361,1.0
Inge,391,1.0
Janella,1420,1.0
Jeaneen,536,1.0
Jeannetta,479,1.0
Jonie,944,1.0
Judee,124,1.0
Kandis,2344,1.0
Karole,404,1.0
Kemberly,1450,1.0
Lida,981,1.0
Lorenda,589,1.0
Lutricia,323,1.0
Luwanna,96,1.0
Lynna,1138,1.0
Lynnda,124,1.0
Marguerita,404,1.0
Marilu,1671,1.0
Marsheila,58,1.0
Melanee,1032,1.0
Melodye,289,1.0
Midge,187,1.0
Mila,47927,0.9991236672439335
Modesta,468,1.0
Myla,12799,1.0
Nicky,5975,0.2574058577405858
Pati,128,1.0
Rayetta,244,1.0
Rayma,178,1.0
Renie,194,1.0
Rosaline,1121,1.0
Sean,415495,0.006707661945390438
Shellia,221,1.0
Sheral,157,1.0
Sherra,581,1.0
Shoshana,4801,1.0
Sibyl,633,1.0
Stefani,6626,1.0
Stormy,7623,0.8967598058507149
Susi,266,1.0
Tamey,95,1.0
Tamme,218,1.0
Terrianne,155,1.0
Tomasa,743,1.0
Tresia,270,1.0
Tyrone,61236,0.009520543471160756
Zola,2273,0.9978002639683238
Alan,191730,0.0040525739320920046
Aleshia,2805,1.0
Alyse,6888,1.0
Arletta,375,1.0
Brenna,28362,1.0
Camellia,1884,1.0
Candee,562,1.0
Carmon,1222,0.7995090016366612
Cathlene,458,1.0
Charlean,305,1.0
Charmayne,997,1.0
Chloe,212269,0.9984359468410366
Christiana,9922,1.0
Cleta,216,1.0
Cody,288584,0.016844315693177722
Dania,7342,0.9993189866521384
Dari,505,0.9346534653465347
Dedria,398,1.0
Deeanne,319,1.0
Dorice,212,1.0
Dorina,640,1.0
Dorita,251,1.0
Dwayne,62893,0.00670980872275134
Enedelia,379,1.0
Fiona,28554,0.9998248931848428
Gianna,70535,0.9993903735734033
Gwenevere,796,1.0
Gwynne,637,1.0
Hanna,36814,0.9964144075623405
Harry,55448,0.005248160438609147
Jacquetta,1132,1.0
Jannell,747,1.0
Jeanett,529,1.0
Jeneane,306,1.0
Jenette,1262,1.0
Jerilynn,594,1.0
Joli,1021,1.0
Kathrin,873,1.0
Kem,555,0.4126126126126126
Lanna,1551,1.0
Lauraine,147,1.0
Laurieann,405,1.0
Lavenia,396,1.0
Lenna,1313,1.0
Lezlee,381,1.0
Lovie,1015,0.8807881773399014
Luellen,95,1.0
Lynita,295,1.0
Madlyn,711,1.0
Mardell,239,0.7364016736401674
Marline,662,1.0
Melita,1155,1.0
Merna,343,1.0
Neta,315,1.0
Periann,32,1.0
Pixie,345,1.0
Pollyanna,682,1.0
Precious,18205,0.9945619335347432
Raelynn,19376,0.9990194054500413
Rafaela,1572,1.0
Rana,4110,0.9708029197080292
Rebbeca,818,1.0
Rossana,752,1.0
Savannah,170511,0.9987860020761123
Shereen,1400,1.0
Sherita,3881,1.0
Sherrilyn,339,1.0
Shirlean,105,1.0
Steve,108262,0.004285899022741128
Susette,583,1.0
Tandy,1219,0.7908121410992617
Tenia,908,1.0
Tiny,315,0.9777777777777777
Trenna,524,1.0
Tuesday,2467,1.0
Valrie,395,1.0
Vanessia,216,1.0
Velina,215,1.0
Venise,366,1.0
Verona,743,1.0
Viveca,256,1.0
Yulonda,896,1.0
Aaron,555734,0.0073758308831203415
Abbey,17052,0.9992962702322308
Alethia,1382,1.0
Alica,1144,1.0
Alina,33013,1.0
Allen,120350,0.006198587453261321
Almeda,246,1.0
Ardell,657,0.1476407914764079
Artie,1584,0.1388888888888889
Babbie,46,1.0
Barbaraann,217,1.0
Barbi,513,1.0
Berniece,208,1.0
Bertina,582,1.0
Blondell,123,1.0
Brett,153295,0.02086826054339672
Britta,3379,1.0
Carolynne,475,1.0
Carylon,163,1.0
Chryl,111,1.0
Clifford,48515,0.006678346903019685
Collene,500,1.0
Craig,206545,0.003776416761480549
Cynde,139,1.0
Dalphine,85,1.0
Daun,476,0.9894957983193278
Delane,888,0.4966216216216216
Delicia,2474,1.0
Delina,1352,1.0
Demetrice,3258,0.5006138735420503
Devonna,1428,1.0
Dewanna,565,1.0
Emmy,8001,1.0
Florida,178,1.0
Georgeanne,364,1.0
Jade,91383,0.9401201536390795
Janese,893,1.0
Jaynie,846,1.0
Jeff,82519,0.0025327500333256585
Joane,388,1.0
Jonita,520,1.0
Jude,40569,0.04895363454854692
Kareen,1633,0.5456215554194733
Karl,52450,0.014223069590085796
Katharina,1669,1.0
Kimm,282,0.950354609929078
Lacy,20047,0.9224821669077667
Ladawn,1368,1.0
Larisa,3309,1.0
Laveta,262,1.0
Lavonia,566,1.0
Linnette,837,1.0
Lissette,7380,0.9993224932249323
Lorra,356,1.0
Lovetta,291,1.0
Lynnae,1012,1.0
Machell,441,1.0
Marinda,1300,1.0
Marylouise,393,1.0
Melina,16797,1.0
Micaela,12309,0.9995125517913722
Micky,2094,0.12893982808022922
Miki,1597,0.960551033187226
Milly,1951,1.0
Omega,1408,0.6228693181818182
Perla,19345,0.9984492116826054
Reesa,568,1.0
Remonia,129,1.0
Reyna,15213,0.9978965358574903
Rima,1287,1.0
Rochel,3200,1.0
Romana,727,1.0
Ruthy,320,1.0
Santos,12656,0.04061314791403287
Shannan,5396,0.9412527798369162
Shanon,6317,0.7286686718378977
Shayne,13045,0.20390954388654656
Shelba,200,1.0
Shelda,238,1.0
Sheli,594,1.0
Sheliah,158,1.0
Sheridan,5997,0.7733866933466733
Stanley,66605,0.005705277381577959
Taina,2549,1.0
Tammra,532,1.0
Tonna,552,1.0
Vallerie,820,1.0
Vanetta,675,1.0
Yvonna,656,1.0
Zana,1397,1.0
Adelia,1915,1.0
Alix,3960,0.771969696969697
Angele,1169,1.0
Ardella,240,1.0
Arlena,1113,1.0
Beckey,317,1.0
Britt,6467,0.44147208906757385
Bronwyn,3048,1.0
Carita,527,1.0
Cay,57,1.0
Cecil,18685,0.01857104629381857
Charlena,1146,1.0
Claretha,191,1.0
Darcell,527,0.6774193548387096
Darlyne,208,1.0
Deboraha,112,1.0
Demetris,3356,0.24880810488676997
Demetrius,35594,0.046159465078384
Desi,2555,0.273972602739726
Devora,2096,1.0
Don,41147,0.007315235618635623
Dorethea,222,1.0
Dorsey,1308,0.1536697247706422
Eleanora,2120,1.0
Farah,5400,0.9818518518518519
Gennie,564,0.9911347517730497
Georgeanna,594,1.0
Geralynn,245,1.0
Gidget,1540,1.0
Gillian,15442,0.9956611837844839
Glorie,167,1.0
Ileen,768,1.0
Jaimie,10227,0.9145399432873765
Janece,426,1.0
Jeralyn,848,1.0
Jere,1530,0.26601307189542484
Jordana,3234,1.0
Judyann,109,1.0
Juliane,1896,1.0
Katrena,1340,1.0
Kenya,26602,0.919818058792572
Lacey,51949,0.9868909892394464
Lacinda,690,1.0
Lanetta,749,1.0
Larue,670,0.3447761194029851
Lauran,1334,1.0
Lavetta,599,1.0
Leon,53601,0.0061006324508871106
Leonard,69206,0.005548651850995579
Liliana,58182,0.9973015709325909
Lorriane,339,1.0
Lorrine,230,1.0
Loura,366,1.0
Lynnell,343,1.0
Magali,3322,0.9981938591210114
Mahalia,1517,1.0
Margene,111,0.954954954954955
Marijane,613,1.0
Maris,1881,0.9303561935140883
Marshell,775,0.6980645161290323
Micheline,730,1.0
Monalisa,947,1.0
Naida,568,1.0
Nance,99,1.0
Reginald,74291,0.008197493639875625
Rickey,29474,0.009771323878672728
Santina,1473,1.0
Sarina,8719,1.0
Scherry,150,1.0
Scottie,10374,0.11095045305571621
September,1976,1.0
Shenita,1511,1.0
Suann,366,1.0
Suzzette,462,1.0
Terriann,392,1.0
Thressa,243,1.0
Thyra,274,1.0
Toniann,1181,1.0
Tyna,546,1.0
Vernon,33283,0.007391160652585404
Versie,150,1.0
Viva,479,1.0
Wendee,667,1.0
Zaida,3031,1.0
Zora,3005,0.9983361064891847
Alayne,640,1.0
Alfred,47041,0.006738802321379222
Angelena,2633,1.0
Bernette,207,1.0
Blanch,136,1.0
Bonnita,226,1.0
Bunnie,214,1.0
Charis,3755,0.9877496671105193
Chrisann,346,1.0
Christena,1175,1.0
Christian,437104,0.04407417914272118
Cookie,200,1.0
Corinthia,931,1.0
Corrinne,974,1.0
Cozette,825,1.0
Dagmar,297,1.0
Dandrea,1043,0.8331735378715245
Delorse,224,1.0
Despina,1010,1.0
Devonne,1442,0.5312066574202496
Donelle,1223,0.7358953393295176
Doree,295,1.0
Dorenda,280,1.0
Drena,299,1.0
Dyanne,451,1.0
Edwin,100185,0.005390028447372361
Fredericka,728,1.0
Genine,468,1.0
Genoveva,969,1.0
Gwendolynn,924,1.0
Gwyneth,5266,1.0
Janan,429,0.9766899766899767
Jannett,584,1.0
Jannine,536,1.0
Jeanelle,1662,1.0
Jenelle,6410,1.0
Jetta,1141,1.0
Jodine,311,1.0
Jonetta,642,1.0
Keena,2139,0.9467040673211781
Kelleen,567,1.0
Laila,36571,0.9993710863799186
Laine,4656,0.6662371134020618
Lannette,447,1.0
Larraine,228,1.0
Leita,115,1.0
Leroy,37299,0.006059143676774176
Madelene,1008,1.0
Margarete,402,1.0
Mariette,391,1.0
Marjean,164,1.0
Marya,1718,1.0
Maryanna,1434,1.0
Melia,4442,1.0
Mellanie,965,1.0
Mishelle,1103,1.0
Mittie,198,1.0
Mylinda,656,1.0
Natividad,1507,0.5534173855341739
Neomi,1026,1.0
Olympia,1812,1.0
Palmira,334,1.0
Patrina,1727,1.0
Reita,127,1.0
Rickie,8306,0.11401396580784974
Rivka,7570,1.0
Rondi,357,0.9803921568627451
Rosalynn,2452,1.0
Rosy,1343,1.0
Rox,101,1.0
Rubye,202,1.0
Shaunna,2816,1.0
Shirly,353,1.0
Soledad,2615,0.9980879541108987
Telisa,1065,1.0
Tenley,5888,0.9991508152173914
Terie,218,1.0
Terilyn,511,1.0
Tierney,3725,0.9938255033557047
Tonyia,493,1.0
Torie,3026,0.9114342366159948
Trecia,486,1.0
Trenda,550,1.0
Youlanda,716,1.0
Yvetta,300,1.0
Alex,240629,0.036363031887262136
Almeta,226,1.0
Alpha,1906,0.2974816369359916
Anglea,1450,1.0
Augustina,972,1.0
Avon,639,0.15805946791862285
Bebe,225,1.0
Berna,165,1.0
Carina,15502,0.9977422268094439
Carissa,28019,0.9995717191905493
Caroll,337,0.771513353115727
Charlynn,518,1.0
Charon,930,0.7688172043010753
Chelle,305,1.0
Chriss,410,0.21707317073170732
Christeen,656,1.0
Christianne,1257,1.0
Clarence,44824,0.008276815991433161
Coni,242,1.0
Conny,263,0.9543726235741445
Coralie,1362,1.0
Cozetta,104,1.0
Daneen,1090,1.0
Darlinda,110,1.0
Darrell,86103,0.007525870178739417
Debar,73,1.0
Del,2094,0.0659025787965616
Dwana,808,1.0
Dyana,1717,1.0
Earnest,11561,0.009947236398235446
Echo,3704,0.9535637149028078
Eneida,753,1.0
Eugene,69685,0.008681925808997633
Felisha,5850,1.0
Gabriele,2769,0.7154207295052365
Genese,280,1.0
Isela,5079,1.0
Ivey,3185,0.8596546310832025
Jacqui,773,0.9831824062095731
Janalee,656,1.0
Janee,3096,0.998062015503876
Janne,196,1.0
Jannis,92,1.0
Jeanenne,127,1.0
Jeani,236,1.0
Jesusita,454,1.0
Jillene,483,1.0
Keela,1019,1.0
Kimberlea,452,1.0
Kindra,3792,1.0
Koren,1637,0.8582773365913255
Kriss,665,0.3744360902255639
Ladena,300,1.0
Lajeune,29,1.0
Lanae,2501,1.0
Larena,527,1.0
Lasandra,1405,1.0
Lavita,565,1.0
Leanora,479,1.0
Lenise,696,1.0
Lulu,1235,1.0
Luwana,174,1.0
Lynnea,1365,1.0
Marceline,1530,1.0
Margaretta,335,1.0
Margherita,446,1.0
Margretta,135,1.0
Marica,730,1.0
Marivel,2092,1.0
Marlinda,408,1.0
Marolyn,109,1.0
Marvella,636,1.0
Marvin,78345,0.007160635650009573
Marygrace,1609,1.0
Mel,1704,0.15082159624413147
Melissia,1771,1.0
Merita,305,1.0
Milagro,1472,0.9782608695652174
Mitchell,125304,0.007461852774053502
Neda,1308,1.0
Neena,1482,1.0
Neida,1649,1.0
Paulita,393,1.0
Ralph,66542,0.005545369841603799
Raynell,860,0.5186046511627908
Rebecka,3160,1.0
Renia,407,1.0
Ronetta,584,1.0
Ronita,572,1.0
Rosamaria,1817,1.0
Roslynn,979,1.0
Salome,2776,0.8800432276657061
Sam,33939,0.015675181944076137
Shareen,800,1.0
Siri,2074,1.0
Sissy,594,1.0
Suzzanne,389,1.0
Sylvie,3979,1.0
Tennie,184,1.0
Theola,138,1.0
Tomasita,268,1.0
Tommi,1511,0.9894109861019192
Tommye,118,0.9576271186440678
Towanna,613,1.0
Vangie,242,1.0
Zulma,1477,1.0
Alessandra,20085,1.0
Angelo,49509,0.01238158718616817
Anneliese,4958,1.0
Aundrea,4718,0.9652395082662145
Benetta,195,1.0
Bertie,261,0.9233716475095786
Brita,961,1.0
Carlena,1020,1.0
Carola,409,1.0
Cathern,145,1.0
Charlotta,422,1.0
Chaya,12545,0.9992028696691909
Cheree,1844,1.0
Christen,12997,0.8481187966453797
Coretta,1985,1.0
Dacia,2619,1.0
Dalinda,286,1.0
Daniele,4271,0.8192460782018263
Darin,32488,0.010711647377493229
Dawnette,588,1.0
Delila,2085,1.0
Denine,850,1.0
Dennette,187,1.0
Devra,489,1.0
Dietra,540,1.0
Donell,3826,0.10690015682174595
Donya,2430,0.8909465020576132
Dorise,89,1.0
Dorotha,89,1.0
Earl,46441,0.007579509485153205
Eda,777,1.0
Elane,299,1.0
Elodia,541,1.0
Elonda,534,1.0
Florentina,475,1.0
Fredda,178,1.0
Gaila,196,1.0
Gardenia,860,1.0
Gari,397,0.8161209068010076
Gaylyn,159,1.0
Genette,244,1.0
Georganna,508,1.0
Geriann,130,1.0
Hortense,133,1.0
Ilana,5100,1.0
Jamye,750,0.984
Jeanell,498,1.0
Jennell,992,1.0
Josephina,2451,1.0
Kandee,354,1.0
Karina,59219,0.995727722521488
Karis,6063,0.9858156028368794
Kateri,2201,1.0
Keeley,6021,0.9918618169739246
Keila,6759,1.0
Kellene,367,1.0
Kendal,12718,0.68391256486869
Kennetha,455,1.0
Kileen,118,1.0
Lajuan,1510,0.2933774834437086
Lamona,179,1.0
Laurin,1575,0.9504761904761905
Lilliam,508,1.0
Loleta,272,1.0
Loreli,449,1.0
Lorelle,592,1.0
